DT,Influent
12/8/2022 1:26,5.3877
12/8/2022 1:26,5.3777
12/8/2022 1:26,5.3685
12/8/2022 1:27,5.3565
12/8/2022 1:27,5.4263
12/8/2022 1:27,5.4757
12/8/2022 1:27,5.4171
12/8/2022 1:27,5.4163
12/8/2022 1:27,5.4375
12/8/2022 1:28,5.4457
12/8/2022 1:28,5.4131
12/8/2022 1:28,5.5816
12/8/2022 1:28,5.4868
12/8/2022 1:28,5.5198
12/8/2022 1:28,5.4974
12/8/2022 1:29,5.5318
12/8/2022 1:29,5.5266
12/8/2022 1:29,5.5049
12/8/2022 1:29,5.2137
12/8/2022 1:29,5.3413
12/8/2022 1:29,5.3947
12/8/2022 1:30,5.3289
12/8/2022 1:30,5.282
12/8/2022 1:30,5.2952
12/8/2022 1:30,5.4825
12/8/2022 1:30,5.3526
12/8/2022 1:30,5.3131
12/8/2022 1:31,5.3264
12/8/2022 1:31,5.3386
12/8/2022 1:31,5.356
12/8/2022 1:31,5.3728
12/8/2022 1:31,5.3092
12/8/2022 1:31,5.1955
12/8/2022 1:32,5.2304
12/8/2022 1:32,5.2749
12/8/2022 1:32,5.3245
12/8/2022 1:32,5.2776
12/8/2022 1:32,5.2503
12/8/2022 1:32,5.302
12/8/2022 1:33,5.327
12/8/2022 1:33,5.3607
12/8/2022 1:33,5.3609
12/8/2022 1:33,5.2403
12/8/2022 1:33,5.3148
12/8/2022 1:33,5.276
12/8/2022 1:34,5.3409
12/8/2022 1:34,5.2476
12/8/2022 1:34,5.1869
12/8/2022 1:34,5.209
12/8/2022 1:34,5.1857
12/8/2022 1:34,5.1406
12/8/2022 1:35,5.3043
12/8/2022 1:35,5.2072
12/8/2022 1:35,5.2442
12/8/2022 1:35,5.137
12/8/2022 1:35,5.1791
12/8/2022 1:35,5.2719
12/8/2022 1:36,5.1723
12/8/2022 1:36,5.2194
12/8/2022 1:36,5.2664
12/8/2022 1:36,5.2255
12/8/2022 1:36,5.3129
12/8/2022 1:36,5.2928
12/8/2022 1:37,5.2085
12/8/2022 1:37,5.397
12/8/2022 1:37,5.3263
12/8/2022 1:37,5.2621
12/8/2022 1:37,5.2561
12/8/2022 1:37,5.2383
12/8/2022 1:38,5.2501
12/8/2022 1:38,5.1901
12/8/2022 1:38,5.1404
12/8/2022 1:38,5.1621
12/8/2022 1:38,5.0844
12/8/2022 1:38,5.1738
12/8/2022 1:39,5.2367
12/8/2022 1:39,5.0479
12/8/2022 1:39,5.0579
12/8/2022 1:39,5.1037
12/8/2022 1:39,5.154
12/8/2022 1:39,5.1008
12/8/2022 1:40,5.2823
12/8/2022 1:40,5.2308
12/8/2022 1:40,5.2004
12/8/2022 1:40,5.1267
12/8/2022 1:40,5.1976
12/8/2022 1:40,5.1809
12/8/2022 1:41,5.1164
12/8/2022 1:41,5.094
12/8/2022 1:41,5.1802
12/8/2022 1:41,5.1904
12/8/2022 1:41,5.1245
12/8/2022 1:41,5.1117
12/8/2022 1:42,5.091
12/8/2022 1:42,4.9533
12/8/2022 1:42,4.9997
12/8/2022 1:42,5.0766
12/8/2022 1:42,5.1036
12/8/2022 1:42,5.1256
12/8/2022 1:43,5.0766
12/8/2022 1:43,5.0269
12/8/2022 1:43,5.0155
12/8/2022 1:43,5.132
12/8/2022 1:43,5.0649
12/8/2022 1:43,4.8628
12/8/2022 1:44,5.0727
12/8/2022 1:44,5.0546
12/8/2022 1:44,5.099
12/8/2022 1:44,5.079
12/8/2022 1:44,5.0337
12/8/2022 1:44,4.9656
12/8/2022 1:45,5.0303
12/8/2022 1:45,5.0787
12/8/2022 1:45,5.0405
12/8/2022 1:45,5.0726
12/8/2022 1:45,4.9578
12/8/2022 1:45,4.9428
12/8/2022 1:46,4.9673
12/8/2022 1:46,5.0179
12/8/2022 1:46,5.1333
12/8/2022 1:46,5.1739
12/8/2022 1:46,5.0206
12/8/2022 1:46,4.8854
12/8/2022 1:47,5.0425
12/8/2022 1:47,4.9627
12/8/2022 1:47,5.0766
12/8/2022 1:47,4.9417
12/8/2022 1:47,4.973
12/8/2022 1:47,5.0698
12/8/2022 1:48,5.0131
12/8/2022 1:48,5.0059
12/8/2022 1:48,4.9602
12/8/2022 1:48,4.9925
12/8/2022 1:48,4.965
12/8/2022 1:48,5.0014
12/8/2022 1:49,5.018
12/8/2022 1:49,5.1822
12/8/2022 1:49,4.909
12/8/2022 1:49,4.9337
12/8/2022 1:49,4.9458
12/8/2022 1:49,4.899
12/8/2022 1:50,4.9979
12/8/2022 1:50,4.9975
12/8/2022 1:50,4.7979
12/8/2022 1:50,4.9383
12/8/2022 1:50,4.8282
12/8/2022 1:50,4.9948
12/8/2022 1:51,4.8975
12/8/2022 1:51,4.8997
12/8/2022 1:51,4.9345
12/8/2022 1:51,4.8782
12/8/2022 1:51,5.0161
12/8/2022 1:51,5.0289
12/8/2022 1:52,5.1445
12/8/2022 1:52,4.9987
12/8/2022 1:52,4.9344
12/8/2022 1:52,4.9902
12/8/2022 1:52,5.0261
12/8/2022 1:52,4.9635
12/8/2022 1:53,4.8998
12/8/2022 1:53,4.826
12/8/2022 1:53,4.8183
12/8/2022 1:53,4.8975
12/8/2022 1:53,4.8304
12/8/2022 1:53,4.7288
12/8/2022 1:54,4.6713
12/8/2022 1:54,4.842
12/8/2022 1:54,4.841
12/8/2022 1:54,4.8542
12/8/2022 1:54,4.954
12/8/2022 1:54,4.8986
12/8/2022 1:55,4.8343
12/8/2022 1:55,4.901
12/8/2022 1:55,4.8192
12/8/2022 1:55,4.8201
12/8/2022 1:55,4.9319
12/8/2022 1:55,4.8057
12/8/2022 1:56,4.7715
12/8/2022 1:56,4.6577
12/8/2022 1:56,4.6971
12/8/2022 1:56,4.6868
12/8/2022 1:56,4.717
12/8/2022 1:56,4.7387
12/8/2022 1:57,4.8279
12/8/2022 1:57,4.668
12/8/2022 1:57,4.6817
12/8/2022 1:57,4.5363
12/8/2022 1:57,4.5743
12/8/2022 1:57,4.6255
12/8/2022 1:58,4.6656
12/8/2022 1:58,4.7173
12/8/2022 1:58,4.6949
12/8/2022 1:58,4.6827
12/8/2022 1:58,4.6807
12/8/2022 1:58,4.6132
12/8/2022 1:59,4.6369
12/8/2022 1:59,4.6012
12/8/2022 1:59,4.5406
12/8/2022 1:59,4.6643
12/8/2022 1:59,4.5772
12/8/2022 1:59,4.532
12/8/2022 2:00,4.4517
12/8/2022 2:00,4.626
12/8/2022 2:00,4.5928
12/8/2022 2:00,4.5542
12/8/2022 2:00,4.6196
12/8/2022 2:00,4.6779
12/8/2022 2:01,4.5401
12/8/2022 2:01,4.5786
12/8/2022 2:01,4.509
12/8/2022 2:01,4.4341
12/8/2022 2:01,4.4965
12/8/2022 2:01,4.4658
12/8/2022 2:02,4.3769
12/8/2022 2:02,4.4375
12/8/2022 2:02,4.3868
12/8/2022 2:02,4.3582
12/8/2022 2:02,4.4292
12/8/2022 2:02,4.7428
12/8/2022 2:03,4.6752
12/8/2022 2:03,4.6472
12/8/2022 2:03,4.5334
12/8/2022 2:03,4.7085
12/8/2022 2:03,4.5898
12/8/2022 2:03,4.6039
12/8/2022 2:04,4.5441
12/8/2022 2:04,4.5209
12/8/2022 2:04,4.4774
12/8/2022 2:04,4.5974
12/8/2022 2:04,4.5066
12/8/2022 2:04,4.5728
12/8/2022 2:05,4.6415
12/8/2022 2:05,4.4445
12/8/2022 2:05,4.3332
12/8/2022 2:05,4.368
12/8/2022 2:05,4.3905
12/8/2022 2:05,4.219
12/8/2022 2:06,4.362
12/8/2022 2:06,4.4647
12/8/2022 2:06,4.3567
12/8/2022 2:06,4.358
12/8/2022 2:06,4.4408
12/8/2022 2:06,4.4565
12/8/2022 2:07,4.4362
12/8/2022 2:07,4.4507
12/8/2022 2:07,4.3809
12/8/2022 2:07,4.286
12/8/2022 2:07,4.4261
12/8/2022 2:07,4.4102
12/8/2022 2:08,4.2701
12/8/2022 2:08,4.355
12/8/2022 2:08,4.3542
12/8/2022 2:08,4.2184
12/8/2022 2:08,4.3274
12/8/2022 2:08,4.3364
12/8/2022 2:09,4.4304
12/8/2022 2:09,4.3367
12/8/2022 2:09,4.282
12/8/2022 2:09,4.3333
12/8/2022 2:09,4.3582
12/8/2022 2:09,4.4855
12/8/2022 2:10,4.3546
12/8/2022 2:10,4.3625
12/8/2022 2:10,4.3593
12/8/2022 2:10,4.458
12/8/2022 2:10,4.2948
12/8/2022 2:10,4.3328
12/8/2022 2:11,4.2536
12/8/2022 2:11,4.3426
12/8/2022 2:11,4.4326
12/8/2022 2:11,4.3061
12/8/2022 2:11,4.2999
12/8/2022 2:11,4.3814
12/8/2022 2:12,4.3304
12/8/2022 2:12,4.4598
12/8/2022 2:12,4.3316
12/8/2022 2:12,4.3212
12/8/2022 2:12,4.2848
12/8/2022 2:12,4.3345
12/8/2022 2:13,4.2487
12/8/2022 2:13,4.3338
12/8/2022 2:13,4.3755
12/8/2022 2:13,4.3999
12/8/2022 2:13,4.3754
12/8/2022 2:13,4.3542
12/8/2022 2:14,4.2803
12/8/2022 2:14,4.1963
12/8/2022 2:14,4.3004
12/8/2022 2:14,4.3928
12/8/2022 2:14,4.3716
12/8/2022 2:14,4.4044
12/8/2022 2:15,4.3292
12/8/2022 2:15,4.3059
12/8/2022 2:15,4.3018
12/8/2022 2:15,4.2752
12/8/2022 2:15,4.2917
12/8/2022 2:15,4.3551
12/8/2022 2:16,4.319
12/8/2022 2:16,4.3373
12/8/2022 2:16,4.2123
12/8/2022 2:16,4.2941
12/8/2022 2:16,4.2662
12/8/2022 2:16,4.3954
12/8/2022 2:17,4.4291
12/8/2022 2:17,4.5069
12/8/2022 2:17,4.3941
12/8/2022 2:17,4.3876
12/8/2022 2:17,4.442
12/8/2022 2:17,4.4012
12/8/2022 2:18,4.4382
12/8/2022 2:18,4.2666
12/8/2022 2:18,4.243
12/8/2022 2:18,4.3076
12/8/2022 2:18,4.3077
12/8/2022 2:18,4.2596
12/8/2022 2:19,4.2435
12/8/2022 2:19,4.2738
12/8/2022 2:19,4.3089
12/8/2022 2:19,4.3719
12/8/2022 2:19,4.2272
12/8/2022 2:19,4.2506
12/8/2022 2:20,4.4287
12/8/2022 2:20,4.5738
12/8/2022 2:20,4.4084
12/8/2022 2:20,4.3607
12/8/2022 2:20,4.3972
12/8/2022 2:20,4.494
12/8/2022 2:21,4.4272
12/8/2022 2:21,4.4191
12/8/2022 2:21,4.3534
12/8/2022 2:21,4.3624
12/8/2022 2:21,4.3126
12/8/2022 2:21,4.2196
12/8/2022 2:22,4.2346
12/8/2022 2:22,4.311
12/8/2022 2:22,4.2788
12/8/2022 2:22,4.2403
12/8/2022 2:22,4.1499
12/8/2022 2:22,4.2133
12/8/2022 2:23,4.3568
12/8/2022 2:23,4.2982
12/8/2022 2:23,4.3286
12/8/2022 2:23,4.322
12/8/2022 2:23,4.4775
12/8/2022 2:23,4.3505
12/8/2022 2:24,4.3251
12/8/2022 2:24,4.2125
12/8/2022 2:24,4.1379
12/8/2022 2:24,4.1502
12/8/2022 2:24,4.2925
12/8/2022 2:24,4.2986
12/8/2022 2:25,4.276
12/8/2022 2:25,4.1328
12/8/2022 2:25,4.237
12/8/2022 2:25,4.2177
12/8/2022 2:25,4.1615
12/8/2022 2:25,4.1936
12/8/2022 2:26,4.1209
12/8/2022 2:26,4.2205
12/8/2022 2:26,4.2227
12/8/2022 2:26,4.2456
12/8/2022 2:26,4.2962
12/8/2022 2:26,4.2702
12/8/2022 2:27,4.22
12/8/2022 2:27,4.2682
12/8/2022 2:27,4.2042
12/8/2022 2:27,4.2485
12/8/2022 2:27,4.2239
12/8/2022 2:27,4.3219
12/8/2022 2:28,4.1964
12/8/2022 2:28,4.2038
12/8/2022 2:28,4.1993
12/8/2022 2:28,4.2581
12/8/2022 2:28,4.3252
12/8/2022 2:28,4.3262
12/8/2022 2:29,4.077
12/8/2022 2:29,4.1797
12/8/2022 2:29,4.2946
12/8/2022 2:29,4.2534
12/8/2022 2:29,4.3087
12/8/2022 2:29,4.2473
12/8/2022 2:30,4.2407
12/8/2022 2:30,4.2201
12/8/2022 2:30,4.2707
12/8/2022 2:30,4.2772
12/8/2022 2:30,4.196
12/8/2022 2:30,4.1761
12/8/2022 2:31,4.2611
12/8/2022 2:31,4.0006
12/8/2022 2:31,4.0866
12/8/2022 2:31,4.1605
12/8/2022 2:31,4.0678
12/8/2022 2:31,4.1413
12/8/2022 2:32,4.1295
12/8/2022 2:32,4.1054
12/8/2022 2:32,4.0945
12/8/2022 2:32,4.097
12/8/2022 2:32,4.0187
12/8/2022 2:32,4.0258
12/8/2022 2:33,4.0804
12/8/2022 2:33,4.0801
12/8/2022 2:33,4.0908
12/8/2022 2:33,4.0109
12/8/2022 2:33,4.0379
12/8/2022 2:33,4.0717
12/8/2022 2:34,4.0744
12/8/2022 2:34,4.1127
12/8/2022 2:34,4.1174
12/8/2022 2:34,4.0822
12/8/2022 2:34,4.0168
12/8/2022 2:34,4.0674
12/8/2022 2:35,3.9461
12/8/2022 2:35,4.0073
12/8/2022 2:35,3.9844
12/8/2022 2:35,4.0825
12/8/2022 2:35,4.0457
12/8/2022 2:35,4.043
12/8/2022 2:36,4.0912
12/8/2022 2:36,4.0828
12/8/2022 2:36,4.0691
12/8/2022 2:36,4.0161
12/8/2022 2:36,3.9953
12/8/2022 2:36,3.9824
12/8/2022 2:37,4.011
12/8/2022 2:37,4.0445
12/8/2022 2:37,4.1137
12/8/2022 2:37,4.0751
12/8/2022 2:37,4.0246
12/8/2022 2:37,4.0011
12/8/2022 2:38,4.0417
12/8/2022 2:38,4.116
12/8/2022 2:38,4.0492
12/8/2022 2:38,4.0269
12/8/2022 2:38,4.1386
12/8/2022 2:38,4.1524
12/8/2022 2:39,4.0258
12/8/2022 2:39,4.0615
12/8/2022 2:39,3.973
12/8/2022 2:39,3.9876
12/8/2022 2:39,3.9851
12/8/2022 2:39,3.8993
12/8/2022 2:40,3.9969
12/8/2022 2:40,3.9516
12/8/2022 2:40,3.8315
12/8/2022 2:40,3.9182
12/8/2022 2:40,3.9228
12/8/2022 2:40,3.8097
12/8/2022 2:41,3.8396
12/8/2022 2:41,3.9377
12/8/2022 2:41,3.9218
12/8/2022 2:41,3.9692
12/8/2022 2:41,3.958
12/8/2022 2:41,3.976
12/8/2022 2:42,3.906
12/8/2022 2:42,3.94
12/8/2022 2:42,4.0268
12/8/2022 2:42,4.0103
12/8/2022 2:42,4.0414
12/8/2022 2:42,3.9578
12/8/2022 2:43,3.8311
12/8/2022 2:43,3.8815
12/8/2022 2:43,3.885
12/8/2022 2:43,3.8557
12/8/2022 2:43,3.826
12/8/2022 2:43,3.8503
12/8/2022 2:44,3.8887
12/8/2022 2:44,3.8863
12/8/2022 2:44,3.8563
12/8/2022 2:44,3.9239
12/8/2022 2:44,3.8669
12/8/2022 2:44,3.8088
12/8/2022 2:45,3.9189
12/8/2022 2:45,3.9118
12/8/2022 2:45,3.8596
12/8/2022 2:45,3.9279
12/8/2022 2:45,3.9481
12/8/2022 2:45,3.9258
12/8/2022 2:46,3.9199
12/8/2022 2:46,3.8786
12/8/2022 2:46,3.9089
12/8/2022 2:46,3.9972
12/8/2022 2:46,3.9028
12/8/2022 2:46,3.9445
12/8/2022 2:47,3.8697
12/8/2022 2:47,3.8695
12/8/2022 2:47,3.8232
12/8/2022 2:47,3.8836
12/8/2022 2:47,3.9467
12/8/2022 2:47,3.9492
12/8/2022 2:48,3.9198
12/8/2022 2:48,3.8865
12/8/2022 2:48,3.8278
12/8/2022 2:48,3.7828
12/8/2022 2:48,3.8614
12/8/2022 2:48,3.8706
12/8/2022 2:49,3.8116
12/8/2022 2:49,3.8661
12/8/2022 2:49,3.9771
12/8/2022 2:49,3.9745
12/8/2022 2:49,3.8823
12/8/2022 2:49,3.7899
12/8/2022 2:50,3.9204
12/8/2022 2:50,3.8409
12/8/2022 2:50,3.8757
12/8/2022 2:50,3.9145
12/8/2022 2:50,3.852
12/8/2022 2:50,3.7842
12/8/2022 2:51,3.8737
12/8/2022 2:51,3.8765
12/8/2022 2:51,3.7702
12/8/2022 2:51,3.7544
12/8/2022 2:51,3.8278
12/8/2022 2:51,3.8497
12/8/2022 2:52,3.9638
12/8/2022 2:52,3.8184
12/8/2022 2:52,3.8221
12/8/2022 2:52,3.8801
12/8/2022 2:52,3.916
12/8/2022 2:52,3.8758
12/8/2022 2:53,3.9394
12/8/2022 2:53,3.9163
12/8/2022 2:53,3.8579
12/8/2022 2:53,3.7833
12/8/2022 2:53,3.8434
12/8/2022 2:53,3.9423
12/8/2022 2:54,3.9209
12/8/2022 2:54,3.875
12/8/2022 2:54,3.8615
12/8/2022 2:54,3.9397
12/8/2022 2:54,3.8201
12/8/2022 2:54,3.8054
12/8/2022 2:55,3.7883
12/8/2022 2:55,3.939
12/8/2022 2:55,3.7872
12/8/2022 2:55,3.805
12/8/2022 2:55,3.8227
12/8/2022 2:55,3.8303
12/8/2022 2:56,3.8387
12/8/2022 2:56,3.901
12/8/2022 2:56,3.8577
12/8/2022 2:56,3.8117
12/8/2022 2:56,3.8294
12/8/2022 2:56,3.8221
12/8/2022 2:57,3.8712
12/8/2022 2:57,3.8485
12/8/2022 2:57,3.7905
12/8/2022 2:57,3.9533
12/8/2022 2:57,3.8516
12/8/2022 2:57,3.8967
12/8/2022 2:58,3.9321
12/8/2022 2:58,3.8106
12/8/2022 2:58,3.7342
12/8/2022 2:58,3.7757
12/8/2022 2:58,3.8829
12/8/2022 2:58,3.831
12/8/2022 2:59,3.816
12/8/2022 2:59,3.8798
12/8/2022 2:59,3.8231
12/8/2022 2:59,3.8695
12/8/2022 2:59,3.7817
12/8/2022 2:59,3.8551
12/8/2022 3:00,3.8362
12/8/2022 3:00,3.99
12/8/2022 3:00,3.9127
12/8/2022 3:00,4.039
12/8/2022 3:00,4.0117
12/8/2022 3:00,4.014
12/8/2022 3:01,3.9912
12/8/2022 3:01,3.9194
12/8/2022 3:01,3.9803
12/8/2022 3:01,3.9133
12/8/2022 3:01,4.0114
12/8/2022 3:01,4.0054
12/8/2022 3:02,3.9719
12/8/2022 3:02,3.9372
12/8/2022 3:02,4.1054
12/8/2022 3:02,4.027
12/8/2022 3:02,3.9899
12/8/2022 3:02,3.9418
12/8/2022 3:03,4.0582
12/8/2022 3:03,4.0887
12/8/2022 3:03,4.1775
12/8/2022 3:03,4.132
12/8/2022 3:03,4.146
12/8/2022 3:03,4.1106
12/8/2022 3:04,4.188
12/8/2022 3:04,4.2003
12/8/2022 3:04,4.2156
12/8/2022 3:04,4.3414
12/8/2022 3:04,4.2098
12/8/2022 3:04,4.2762
12/8/2022 3:05,4.2472
12/8/2022 3:05,4.314
12/8/2022 3:05,4.2107
12/8/2022 3:05,4.3067
12/8/2022 3:05,4.346
12/8/2022 3:05,4.2457
12/8/2022 3:06,4.2705
12/8/2022 3:06,4.2688
12/8/2022 3:06,4.2516
12/8/2022 3:06,4.2378
12/8/2022 3:06,4.2419
12/8/2022 3:06,4.2832
12/8/2022 3:07,4.2064
12/8/2022 3:07,4.2646
12/8/2022 3:07,4.2351
12/8/2022 3:07,4.4131
12/8/2022 3:07,4.3094
12/8/2022 3:07,4.2347
12/8/2022 3:08,4.246
12/8/2022 3:08,4.282
12/8/2022 3:08,4.2781
12/8/2022 3:08,4.3021
12/8/2022 3:08,4.2485
12/8/2022 3:08,4.2761
12/8/2022 3:09,4.3725
12/8/2022 3:09,4.288
12/8/2022 3:09,4.2553
12/8/2022 3:09,4.2237
12/8/2022 3:09,4.0768
12/8/2022 3:09,4.0201
12/8/2022 3:10,4.0987
12/8/2022 3:10,4.1124
12/8/2022 3:10,4.2216
12/8/2022 3:10,4.2699
12/8/2022 3:10,4.0959
12/8/2022 3:10,4.0563
12/8/2022 3:11,4.0882
12/8/2022 3:11,4.2229
12/8/2022 3:11,4.0292
12/8/2022 3:11,4.0094
12/8/2022 3:11,4.0077
12/8/2022 3:11,4.0144
12/8/2022 3:12,4.1053
12/8/2022 3:12,4.1362
12/8/2022 3:12,4.0525
12/8/2022 3:12,4.0651
12/8/2022 3:12,4.0401
12/8/2022 3:12,4.0539
12/8/2022 3:13,3.914
12/8/2022 3:13,4.0143
12/8/2022 3:13,4.0754
12/8/2022 3:13,3.9782
12/8/2022 3:13,4.0062
12/8/2022 3:13,4.1349
12/8/2022 3:14,4.0379
12/8/2022 3:14,4.0295
12/8/2022 3:14,4.0025
12/8/2022 3:14,3.9547
12/8/2022 3:14,3.9507
12/8/2022 3:14,4.0211
12/8/2022 3:15,3.8546
12/8/2022 3:15,3.8785
12/8/2022 3:15,3.8885
12/8/2022 3:15,3.9148
12/8/2022 3:15,3.9901
12/8/2022 3:15,3.852
12/8/2022 3:16,3.8319
12/8/2022 3:16,3.8388
12/8/2022 3:16,3.831
12/8/2022 3:16,3.867
12/8/2022 3:16,3.9041
12/8/2022 3:16,3.7555
12/8/2022 3:17,3.7982
12/8/2022 3:17,3.7043
12/8/2022 3:17,3.8559
12/8/2022 3:17,3.8456
12/8/2022 3:17,3.9299
12/8/2022 3:17,3.7667
12/8/2022 3:18,3.945
12/8/2022 3:18,3.8023
12/8/2022 3:18,3.9116
12/8/2022 3:18,3.8275
12/8/2022 3:18,3.6944
12/8/2022 3:18,3.6642
12/8/2022 3:19,3.7706
12/8/2022 3:19,3.7021
12/8/2022 3:19,3.6485
12/8/2022 3:19,3.6788
12/8/2022 3:19,3.642
12/8/2022 3:19,3.6556
12/8/2022 3:20,3.6167
12/8/2022 3:20,3.634
12/8/2022 3:20,3.5906
12/8/2022 3:20,3.5314
12/8/2022 3:20,3.6295
12/8/2022 3:20,3.6194
12/8/2022 3:21,3.6084
12/8/2022 3:21,3.6993
12/8/2022 3:21,3.6032
12/8/2022 3:21,3.6184
12/8/2022 3:21,3.6814
12/8/2022 3:21,3.6737
12/8/2022 3:22,3.5979
12/8/2022 3:22,3.745
12/8/2022 3:22,3.7224
12/8/2022 3:22,3.6827
12/8/2022 3:22,3.6794
12/8/2022 3:22,3.5784
12/8/2022 3:23,3.6628
12/8/2022 3:23,3.6642
12/8/2022 3:23,3.6583
12/8/2022 3:23,3.6219
12/8/2022 3:23,3.5229
12/8/2022 3:23,3.6481
12/8/2022 3:24,3.5712
12/8/2022 3:24,3.5553
12/8/2022 3:24,3.6071
12/8/2022 3:24,3.6232
12/8/2022 3:24,3.5431
12/8/2022 3:24,3.4938
12/8/2022 3:25,3.5807
12/8/2022 3:25,3.6595
12/8/2022 3:25,3.6252
12/8/2022 3:25,3.6594
12/8/2022 3:25,3.5522
12/8/2022 3:25,3.5909
12/8/2022 3:26,3.7054
12/8/2022 3:26,3.6098
12/8/2022 3:26,3.6207
12/8/2022 3:26,3.5647
12/8/2022 3:26,3.5665
12/8/2022 3:26,3.4981
12/8/2022 3:27,3.5038
12/8/2022 3:27,3.6567
12/8/2022 3:27,3.5811
12/8/2022 3:27,3.5435
12/8/2022 3:27,3.5369
12/8/2022 3:27,3.5364
12/8/2022 3:28,3.4441
12/8/2022 3:28,3.5129
12/8/2022 3:28,3.4654
12/8/2022 3:28,3.4939
12/8/2022 3:28,3.3969
12/8/2022 3:28,3.4751
12/8/2022 3:29,3.4573
12/8/2022 3:29,3.4693
12/8/2022 3:29,3.4755
12/8/2022 3:29,3.5218
12/8/2022 3:29,3.5515
12/8/2022 3:29,3.4978
12/8/2022 3:30,3.5752
12/8/2022 3:30,3.4364
12/8/2022 3:30,3.4967
12/8/2022 3:30,3.5369
12/8/2022 3:30,3.4073
12/8/2022 3:30,3.4216
12/8/2022 3:31,3.5457
12/8/2022 3:31,3.5082
12/8/2022 3:31,3.4969
12/8/2022 3:31,3.5097
12/8/2022 3:31,3.3977
12/8/2022 3:31,3.5282
12/8/2022 3:32,3.5031
12/8/2022 3:32,3.4721
12/8/2022 3:32,3.5882
12/8/2022 3:32,3.4659
12/8/2022 3:32,3.6099
12/8/2022 3:32,3.4254
12/8/2022 3:33,3.5189
12/8/2022 3:33,3.5047
12/8/2022 3:33,3.4815
12/8/2022 3:33,3.4966
12/8/2022 3:33,3.4985
12/8/2022 3:33,3.5306
12/8/2022 3:34,3.4657
12/8/2022 3:34,3.4471
12/8/2022 3:34,3.481
12/8/2022 3:34,3.6375
12/8/2022 3:34,3.6433
12/8/2022 3:34,3.5951
12/8/2022 3:35,3.594
12/8/2022 3:35,3.5675
12/8/2022 3:35,3.4878
12/8/2022 3:35,3.4184
12/8/2022 3:35,3.5023
12/8/2022 3:35,3.4609
12/8/2022 3:36,3.4918
12/8/2022 3:36,3.4849
12/8/2022 3:36,3.5068
12/8/2022 3:36,3.5544
12/8/2022 3:36,3.5086
